REGION_NUM,REGION_NAME,FOREST_NAME,DISTRICT_NAME,CITY,STATE,LOCATION,MODULES,HOUSING,NOTES,FOREST_URL
5,Pacific Southwest,ANGELES,LOS ANGELES GATEWAY,ACTON,CALIFORNIA,"ACTON, CALIFORNIA",Hotshot Crew,YES,,http://www.fs.usda.gov/angeles
5,Pacific Southwest,MODOC,BIG VALLEY,ADIN,CALIFORNIA,"ADIN, CALIFORNIA","Engine, Water tender",YES,,http://www.fs.usda.gov/modoc
4,Intermountain,BRIDGER-TETON,GREYS RIVER,AFTON,WYOMING,"AFTON, WYOMING",Engine,YES,,http://www.fs.usda.gov/btnf
3,Southwestern,APACHE-SITGREAVES,ALPINE,ALPINE,ARIZONA,"ALPINE, ARIZONA","Engine, IA Crew/Squad (4-10 person)",YES,,https://www.fs.usda.gov/asnf
5,Pacific Southwest,CLEVELAND,DESCANSO,ALPINE,CALIFORNIA,"ALPINE, CALIFORNIA",,,,http://www.fs.usda.gov/cleveland
5,Pacific Southwest,MODOC,DEVILS GARDEN,ALTURAS,CALIFORNIA,"ALTURAS, CALIFORNIA",,,,http://www.fs.usda.gov/modoc
6,Pacific Northwest,GIFFORD PINCHOT,MT SAINT HELENS NATIONAL VOLCANIC MONUMENT,AMBOY,WASHINGTON,"AMBOY, WASHINGTON",IA Crew/Squad (4-10 person),YES,NICE ASS BUNKHOUSES,http://www.fs.usda.gov/giffordpinchot
1,Northern,CUSTER GALLATIN,ASHLAND,ASHLAND,MONTANA,"ASHLAND, MONTANA","Engine, Fuels",YES,,http://www.fs.usda.gov/custergallatin
4,Intermountain,CARIBOU-TARGHEE,ASHTON/ISLAND PARK,ASHTON,IDAHO,"ASHTON, IDAHO",,,,http://www.fs.usda.gov/ctnf
2,Rocky Mountain,WHITE RIVER,ASPEN,ASPEN,COLORADO,"ASPEN, COLORADO",,,,http://www.fs.usda.gov/whiteriver
1,Northern,HELENA-LEWIS AND CLARK,ROCKY MOUNTAIN,AUGUSTA,MONTANA,"AUGUSTA, MONTANA","Engine, WFM",YES,,http://www.fs.usda.gov/helena/
2,Rocky Mountain,ARAPAHO AND ROOSEVELT,PAWNEE NATIONAL GRASSLAND,AULT,COLORADO,"AULT, COLORADO",,,,http://www.fs.usda.gov/arp
4,Intermountain,HUMBOLDT-TOIYABE,AUSTIN/TONOPAH,AUSTIN,NEVADA,"AUSTIN, NEVADA",Engine,YES,,http://www.fs.usda.gov/htnf
1,Northern,IDAHO PANHANDLE,ST. JOE,AVERY,IDAHO,"AVERY, IDAHO","Engine, WFM",YES,,https://www.fs.usda.gov/ipnf/
6,Pacific Northwest,WALLOWA-WHITMAN,WHITMAN,BAKER CITY,OREGON,"BAKER CITY, OREGON",,,,http://www.fs.usda.gov/wallowa-whitman
2,Rocky Mountain,SAN JUAN,COLUMBINE,BAYFIELD,COLORADO,"BAYFIELD, COLORADO","Engine, WFM",YES,"Bayfield housing is at Vallecito Work Center and is very limited, with maybe only 2 beds? - An old bunk house at Vallecito where the WFM and Engine are out of. Maybe 2 rooms. Limited rentals in bayfield and Durango. Most are $$$. Home prices are outrageous. Good luck.  - Absolute shithole",http://www.fs.usda.gov/sanjuan
4,Intermountain,FISHLAKE,BEAVER,BEAVER,UTAH,"BEAVER, UTAH",,,,http://www.fs.usda.gov/fishlake
5,Pacific Southwest,PLUMAS,BECKWOURTH,BECKWOURTH,CALIFORNIA,"BECKWOURTH, CALIFORNIA","Hotshot Crew, Prevention",YES,Housing for Beckwourth hotshots provided at district office in Mohawk 20 minutes away. ,http://www.fs.usda.gov/plumas/
6,Pacific Northwest,DESCHUTES,BEND/FORT ROCK,BEND,OREGON,"BEND, OREGON","Engine, WFM",YES,"No gov housing, but theyâ€™ve been putting people up in local college dorms. As far as I know this is still going on.",http://www.fs.usda.gov/centraloregon
5,Pacific Southwest,SHASTA-TRINITY,BIG BAR,BIG BAR,CALIFORNIA,"BIG BAR, CALIFORNIA",Engine,YES,,http://www.fs.usda.gov/stnf/
4,Intermountain,BRIDGER-TETON,BIG PINEY,BIG PINEY,WYOMING,"BIG PINEY, WYOMING","Engine, Hotshot Crew, Fuels",YES,,http://www.fs.usda.gov/btnf
1,Northern,CUSTER GALLATIN,BOZEMAN,BIG TIMBER,MONTANA,"BIG TIMBER, MONTANA",Engine,YES,,http://www.fs.usda.gov/custergallatin
1,Northern,FLATHEAD,SWAN LAKE,BIGFORK,MONTANA,"BIGFORK, MONTANA","Engine, Type 2/2IA Handcrew, Hotshot Crew, WFM, Prevention",YES,,http://www.fs.usda.gov/flathead
5,Pacific Southwest,INYO,WHITE MOUNTAIN,BISHOP,CALIFORNIA,"BISHOP, CALIFORNIA",,,,http://www.fs.usda.gov/inyo/
5,Pacific Southwest,PLUMAS,BECKWOURTH,BLAIRSDEN,CALIFORNIA,"BLAIRSDEN, CALIFORNIA","Engine, Prevention, Water Tender",YES,,http://www.fs.usda.gov/plumas/
3,Southwestern,CARSON,JICARILLA,BLOOMFIELD,NEW MEXICO,"BLOOMFIELD, NEW MEXICO",,,,https://www.fs.usda.gov/carson
6,Pacific Northwest,FREMONT-WINEMA,BLY,BLY,OREGON,"BLY, OREGON","Engine, IA Crew/Squad (4-10 person)",YES,,http://www.fs.usda.gov/fremont-winema
1,Northern,IDAHO PANHANDLE,BONNERS FERRY,BONNERS FERRY,IDAHO,"BONNERS FERRY, IDAHO",Engine,YES,,https://www.fs.usda.gov/ipnf/
2,Rocky Mountain,ARAPAHO AND ROOSEVELT,BOULDER,BOULDER,COLORADO,"BOULDER, COLORADO",IA Crew/Squad (4-10 person),YES,,http://www.fs.usda.gov/arp
1,Northern,CUSTER GALLATIN,BOZEMAN,BOZEMAN,MONTANA,"BOZEMAN, MONTANA",Engine,YES,Very cool location for housing outside of town in the Gallatin Canyon. ,http://www.fs.usda.gov/custergallatin
1,Northern,CUSTER GALLATIN,BOZEMAN,BOZEMAN,MONTANA,"BOZEMAN, MONTANA",Rappel,YES,Very cool location for housing outside of town in the Gallatin Canyon. ,http://www.fs.usda.gov/custergallatin
4,Intermountain,HUMBOLDT-TOIYABE,BRIDGEPORT,BRIDGEPORT,CALIFORNIA,"BRIDGEPORT, CALIFORNIA",Engine,YES,,http://www.fs.usda.gov/htnf
5,Pacific Southwest,SIX RIVERS,MAD RIVER,BRIDGERVILLE,CALIFORNIA,"BRIDGERVILLE, CALIFORNIA",,,,http://www.fs.usda.gov/srnf/
2,Rocky Mountain,BIGHORN,POWDER RIVER,BUFFALO,WYOMING,"BUFFALO, WYOMING","WFM, ENGINE",YES,"Housing isnâ€™t great, Bunkhouse on the mountain, fairly expensive compared to living in town. There are also RV pads that shut down by sept due to snow. - Housing either at Hunter work Center or a house in town. Every year they tell us the house will be sold, but hasnâ€™t yet",http://www.fs.usda.gov/bighorn
4,Intermountain,SAWTOOTH,MINIDOKA,BURLEY,IDAHO,"BURLEY, IDAHO","Engine, Fuels, Prevention",YES,2 bunkhouses in Malta ,http://www.fs.usda.gov/sawtooth
6,Pacific Northwest,ROGUE RIVER-SISKIYOU,,BUTTE FALLS,OREGON,"BUTTE FALLS, OREGON",Engine,YES,,http://www.fs.usda.gov/rogue-siskiyou/
1,Northern,BEAVERHEAD-DEERLODGE,BUTTE,BUTTE,MONTANA,"BUTTE, MONTANA","Engine, Fuels, Prevention, Type 2/2IA Handcrew (Dedicated 20+person), IA Crew/Squad (4-10 person), Hotshot Crew",NO,,http://www.fs.usda.gov/bdnf
5,Pacific Southwest,KLAMATH,SCOTT-SALMON,CALLAHAN,CALIFORNIA,"CALLAHAN, CALIFORNIA",Engine,YES,"Barracks usually have extra space, so Fort Jones will sometimes house guys in Callahan",http://www.fs.usda.gov/klamath
5,Pacific Southwest,ELDORADO,PLACERVILLE,CAMINO,CALIFORNIA,"CAMINO, CALIFORNIA",,,,http://www.fs.usda.gov/eldorado
1,Northern,CUSTER GALLATIN,SIOUX,CAMP CROOK,SOUTH DAKOTA,"CAMP CROOK, SOUTH DAKOTA",,,,http://www.fs.usda.gov/custergallatin
3,Southwestern,PRESCOTT,VERDE,CAMP VERDE,ARIZONA,"CAMP VERDE, ARIZONA","Engine, Prevention",NO,,https://www.fs.usda.gov/prescott
5,Pacific Southwest,TAHOE,YUBA RIVER,CAMPTONVILLE,CALIFORNIA,"CAMPTONVILLE, CALIFORNIA",,,,https://www.fs.usda.gov/tahoe/
5,Pacific Southwest,MODOC,DEVILS GARDEN,CANBY,CALIFORNIA,"CANBY, CALIFORNIA","Engine, Hotshot Crew",YES,,http://www.fs.usda.gov/modoc
3,Southwestern,CARSON,CANJILON,CANJILON,NEW MEXICO,"CANJILON, NEW MEXICO",,,,https://www.fs.usda.gov/carson
2,Rocky Mountain,PIKE AND SAN ISABEL,SAN CARLOS,CANON CITY,COLORADO,"CANON CITY, COLORADO",Engine,No,"Cheap, dorm style housing near station â€” 350 a month, lots of BLM and USFS employees",http://www.fs.usda.gov/psicc
3,Southwestern,LINCOLN,SMOKEY BEAR,CAPITAN,NEW MEXICO,"CAPITAN, NEW MEXICO","Engine, Prevention",YES,,https://www.fs.usda.gov/lincoln
2,Rocky Mountain,WHITE RIVER,ASPEN,CARBONDALE,COLORADO,"CARBONDALE, COLORADO",,,,http://www.fs.usda.gov/whiteriver
2,Rocky Mountain,WHITE RIVER,SOPRIS,CARBONDALE,COLORADO,"CARBONDALE, COLORADO",,,,http://www.fs.usda.gov/whiteriver
3,Southwestern,LINCOLN,GUADALUPE,CARLSBAD,NEW MEXICO,"CARLSBAD, NEW MEXICO","Engine, Prevention",YES,,https://www.fs.usda.gov/lincoln
4,Intermountain,HUMBOLDT-TOIYABE,CARSON,CARSON CITY,NEVADA,"CARSON CITY, NEVADA","Type 2/2IA Handcrew, IA Crew/Squad (4-10 person), Hotshot Crew, WFM, Helitack, Fuels",YES,"The Carson City duty station has multiple outposts. Carson City proper is home to the Black Mountain IHC, who have their own barracks.
Reno, NV has engines, patrol, and overhead. Jack's Valley, NV has 1 engine. Markleeville, CA has 2 engines. Barracks for engines and misc forest employees is in Markleeville, which is ~1 hour from reno. Further, the barracks in markleeville have only been available for the engines stationed there due to covid for the past 2 years",http://www.fs.usda.gov/htnf
6,Pacific Northwest,COLUMBIA RIVER GORGE NATIONAL SCENIC AREA,COLUMBIA RIVER GORGE NATIONAL SCENIC AREA,CASCADE LOCKS,OREGON,"CASCADE LOCKS, OREGON",,,,http://www.fs.usda.gov/crgnsa
4,Intermountain,BOISE,CASCADE,CASCADE,IDAHO,"CASCADE, IDAHO","Engine, WFM",YES,,http://www.fs.usda.gov/boise
6,Pacific Northwest,ROGUE RIVER-SISKIYOU,WILD RIVERS,CAVE JUNCTION,OREGON,"CAVE JUNCTION, OREGON","Engine, WFM, Rappel, Prevention",YES,,http://www.fs.usda.gov/rogue-siskiyou/
3,Southwestern,TONTO,CAVE CREEK,CAVECREEK,ARIZONA,"CAVECREEK, ARIZONA","Engine, Prevention",NO,,https://www.fs.usda.gov/tonto/
5,Pacific Southwest,KLAMATH,SCOTT-SALMON,CECILVILLE,CALIFORNIA,"CECILVILLE, CALIFORNIA",,,,http://www.fs.usda.gov/klamath
4,Intermountain,DIXIE,CEDAR CITY,CEDAR CITY,UTAH,"CEDAR CITY, UTAH","Engine, IA Crew/Squad (4-10 person), Hotshot Crew",NO,,http://www.fs.usda.gov/dixie
5,Pacific Southwest,MODOC,WARNER MOUNTAIN,CEDARVILLE,CALIFORNIA,"CEDARVILLE, CALIFORNIA",,,,http://www.fs.usda.gov/modoc
2,Rocky Mountain,NEBRASKA,PINE RIDGE,CHADRON,NEBRASKA,"CHADRON, NEBRASKA","Engine, Fuels",NO,,http://www.fs.usda.gov/nebraska
5,Pacific Southwest,PLUMAS,FEATHER RIVER,CHALLENGE,CALIFORNIA,"CHALLENGE, CALIFORNIA",Engine,YES,,http://www.fs.usda.gov/plumas/
4,Intermountain,SALMON AND CHALLIS,CHALLIS & YANKEE FORK,CHALLIS,IDAHO,"CHALLIS, IDAHO","Engine, Helitack, Fuels, Prevention",YES,Newish bunkhouses for seasonals in Challis ,http://www.fs.usda.gov/scnf
4,Intermountain,SALMON AND CHALLIS,MIDDLE FORK,CHALLIS,IDAHO,"CHALLIS, IDAHO",,,,http://www.fs.usda.gov/scnf
6,Pacific Northwest,OKANOGAN-WENATCHEE,CHELAN,CHELAN,WASHINGTON,"CHELAN, WASHINGTON",IA Crew/Squad (4-10 person),YES,,http://www.fs.usda.gov/okawen
6,Pacific Northwest,FREMONT-WINEMA,CHEMULT,CHEMULT,OREGON,"CHEMULT, OREGON",Engine,YES,,http://www.fs.usda.gov/fremont-winema
5,Pacific Southwest,LASSEN,ALMANOR,CHESTER,CALIFORNIA,"CHESTER, CALIFORNIA","Engine, Type 2/2IA Handcrew (Dedicated 20+person), Helitack",YES,,http://www.fs.usda.gov/lassen
3,Southwestern,BLACK KETTLE NATIONAL GRASSLANDS,,CHEYENNE,OKLAHOLMA,"CHEYENNE, OKLAHOLMA",Engine,NO,,https://www.fs.usda.gov/cibola
6,Pacific Northwest,FREMONT-WINEMA,CHILOQUIN,CHILOQUIN,OREGON,"CHILOQUIN, OREGON",Engine,YES,,http://www.fs.usda.gov/fremont-winema
3,Southwestern,PRESCOTT,CHINO VALLEY,CHINO VALLEY,ARIZONA,"CHINO VALLEY, ARIZONA",IA Crew/Squad (4-10 person),NO,,https://www.fs.usda.gov/prescott
1,Northern,HELENA-LEWIS AND CLARK,ROCKY MOUNTAIN,CHOTEAU,MONTANA,"CHOTEAU, MONTANA",,,,http://www.fs.usda.gov/helena/
6,Pacific Northwest,WALLOWA-WHITMAN,HELLS CANYON NATIONAL RECREATION AREA,CLARKSTON,WASHINGTON,"CLARKSTON, WASHINGTON",,,,http://www.fs.usda.gov/wallowa-whitman
4,Intermountain,SALMON AND CHALLIS,CHALLIS & YANKEE FORK,CLAYTON,IDAHO,"CLAYTON, IDAHO","Engine, WFM",YES,Perm and seasonal housing right on the river. 30 min to Challis and Stanley. nearby do-it-all gas station with good food and misc stuff,http://www.fs.usda.gov/scnf
3,Southwestern,KIOWA AND RITA BLANCA NATIONAL GRASSLANDS,,CLAYTON,NEW MEXICO,"CLAYTON, NEW MEXICO",Engine,NO,,https://www.fs.usda.gov/cibola
6,Pacific Northwest,OKANOGAN-WENATCHEE,CLE ELUM,CLE ELUM,WASHINGTON,"CLE ELUM, WASHINGTON","Engine, Type 2/2IA Handcrew  (Dedicated 20+person) , Fuels, Prevention",YES,"Bunkhouse on station for 8 people. Also have 2 more bunkhouses (1 in Liberty and 1 in Snoqualmie Pass, both about 30 mins away). ",http://www.fs.usda.gov/okawen
3,Southwestern,LINCOLN,SACRAMENTO,CLOUDCROFT,NEW MEXICO,"CLOUDCROFT, NEW MEXICO",,,,https://www.fs.usda.gov/lincoln
2,Rocky Mountain,SHOSHONE,WAPITI,CODY,WYOMING,"CODY, WYOMING","Engine, WFM, Fuels",Yes,housing 45 mins away no service,http://www.fs.usda.gov/shoshone
1,Northern,IDAHO PANHANDLE,COEUR D ALENE RIVER,COEUR D ALENE,IDAHO,"COEUR D ALENE, IDAHO",Helitack,NO,,https://www.fs.usda.gov/ipnf/
2,Rocky Mountain,"GRAND MESA, UNCOMPAHGRE AND GUNNISON",GRAND VALLEY,COLLBRAN,COLORADO,"COLLBRAN, COLORADO",Job Corps crew,YES,Housing only for job corps students. USFS fire staff not provided housing,
2,Rocky Mountain,PIKE AND SAN ISABEL,PIKES PEAK,COLORADO SPGS,COLORADO,"COLORADO SPGS, COLORADO",,,,http://www.fs.usda.gov/psicc
6,Pacific Northwest,MT. BAKER-SNOQUALMIE,,CONCRETE,WASHINGTON,"CONCRETE, WASHINGTON",Engine,YES,,http://www.fs.usda.gov/mbs
1,Northern,FLATHEAD,TALLY LAKE,CONDON,MONTANA,"CONDON, MONTANA",Type 2/2IA Handcrew (Dedicated 20+person),YES,"The housing for the Great Northern T2IA is arguably some of the best in the nation in a beautiful location not too far from civilization. I just wish it was a shot crew, I'd never leave.",http://www.fs.usda.gov/flathead
2,Rocky Mountain,PIKE AND SAN ISABEL,SOUTH PLATTE,CONIFER,COLORADO,"CONIFER, COLORADO",,,,http://www.fs.usda.gov/psicc
5,Pacific Southwest,CLEVELAND,TRABUCO,CORONA,CALIFORNIA,"CORONA, CALIFORNIA",,,,http://www.fs.usda.gov/cleveland
6,Pacific Northwest,UMPQUA,COTTAGE GROVE,COTTAGE GROVE,OREGON,"COTTAGE GROVE, OREGON",,,,http://www.fs.usda.gov/umpqua
4,Intermountain,PAYETTE,COUNCIL,COUNCIL,IDAHO,"COUNCIL, IDAHO","Engine, WFM",YES,"Hells Canyon WFM, Type 6 and Type 4 engine",http://www.fs.usda.gov/payette
5,Pacific Southwest,MENDOCINO,COVELO,COVELO,CALIFORNIA,"COVELO, CALIFORNIA",,,,http://www.fs.usda.gov/mendocino/
3,Southwestern,SANTA FE,COYOTE,COYOTE,NEW MEXICO,"COYOTE, NEW MEXICO",Engine,YES,Not yet an official bunkhouse but it is a W.I.P.,https://www.fs.usda.gov/santafe/
2,Rocky Mountain,RIO GRANDE,DIVIDE,CREEDE,COLORADO,"CREEDE, COLORADO",,,,http://www.fs.usda.gov/riogrande
6,Pacific Northwest,DESCHUTES,CRESCENT,CRESCENT,OREGON,"CRESCENT, OREGON","Engine, IA Crew/Squad (4-10 person), Fuels, Prevention",YES,bunkhouse,http://www.fs.usda.gov/centraloregon
3,Southwestern,SANTA FE,CUBA,CUBA,NEW MEXICO,"CUBA, NEW MEXICO",Engine,YES,,https://www.fs.usda.gov/santafe/
2,Rocky Mountain,BLACK HILLS,HELL CANYON,CUSTER,SOUTH DAKOTA,"CUSTER, SOUTH DAKOTA",,,,http://www.fs.usda.gov/blackhills
1,Northern,BITTERROOT,WEST FORK,DARBY,MONTANA,"DARBY, MONTANA","Engine, IA Crew/Squad (4-10 person), Fuels",YES,"bunkhouse and station are 25 min from town, West Fork ranger station, duty station darby, separate crew/ district from ""Darby/sula"" ",http://www.fs.usda.gov/bitterroot
6,Pacific Northwest,MT. BAKER-SNOQUALMIE,DARRINGTON,DARRINGTON,WASHINGTON,"DARRINGTON, WASHINGTON",Type 2/2IA Handcrew  (Dedicated 20+person) ,YES,,http://www.fs.usda.gov/mbs
2,Rocky Mountain,RIO GRANDE,DIVIDE,DEL NORTE,COLORADO,"DEL NORTE, COLORADO",,,,http://www.fs.usda.gov/riogrande
6,Pacific Northwest,WILLAMETTE,DETROIT,DETROIT,OREGON,"DETROIT, OREGON","Engine, Type 2/2IA Handcrew  (Dedicated 20+person)",YES,,http://www.fs.usda.gov/willamette
6,Pacific Northwest,UMPQUA,DIAMOND LAKE,DIAMOND LAKE,OREGON,"DIAMOND LAKE, OREGON",Type 2/2IA Handcrew  (Dedicated 20+person),YES,,http://www.fs.usda.gov/umpqua
1,Northern,DAKOTA PRAIRIE GRASSLANDS,MEDORA,DICKINSON,NORTH DAKOTA,"DICKINSON, NORTH DAKOTA",,,,http://www.fs.usda.gov/dpg/
1,Northern,BEAVERHEAD-DEERLODGE,DILLON,DILLON,MONTANA,"DILLON, MONTANA","Engine, Type 2/2IA Handcrew, IA Crew/Squad (4-10 person)",YES,Some housing available through university,http://www.fs.usda.gov/bdnf
2,Rocky Mountain,SAN JUAN,MANCOS/DOLORES,DOLORES,COLORADO,"DOLORES, COLORADO","Engine, Fuels",YES,"Only for seasonals, perms are stuck looking for overpriced and slim to none real estate.",http://www.fs.usda.gov/sanjuan
3,Southwestern,CORONADO,DOUGLAS,DOUGLAS,ARIZONA,"DOUGLAS, ARIZONA",Engine,NO,,https://www.fs.usda.gov/coronado
2,Rocky Mountain,MEDICINE BOW-ROUTT,DOUGLAS,DOUGLAS,WYOMING,"DOUGLAS, WYOMING",,,,http://www.fs.usda.gov/mbr
5,Pacific Southwest,TAHOE,YUBA RIVER,DOWNIEVILLE,CALIFORNIA,"DOWNIEVILLE, CALIFORNIA",,,,https://www.fs.usda.gov/tahoe/
4,Intermountain,CARIBOU-TARGHEE,TETON BASIN,DRIGGS,IDAHO,"DRIGGS, IDAHO",,,,http://www.fs.usda.gov/ctnf
4,Intermountain,CARIBOU-TARGHEE,DUBOIS,DUBOIS,IDAHO,"DUBOIS, IDAHO",,,,http://www.fs.usda.gov/ctnf
2,Rocky Mountain,SHOSHONE,WIND RIVER,DUBOIS,WYOMING,"DUBOIS, WYOMING","Engine, Fuels",YES,,http://www.fs.usda.gov/shoshone
